name,position,pro_team,PTS,BLK,STL,AST,REB,TO,FGM,FGA,FTM,FTA,3PTM,3PTA,FG%,FT%,3PT%,MPG,MIN
Diamond Stone,C,CHI,,,,,,,,,,,,,,,,,
Boris Diaw,PF,UTA,,,,,,,,,,,,,,,,,
Derrick Williams,PF,LAL,,,,,,,,,,,,,,,,,
Jerryd Bayless,PG,MIN,,,,,,,,,,,,,,,,,
Deyonta Davis,C,HOU,,,,,,,,,,,,,,,,,
Milos Teodosic,PG,LAC,,,,,,,,,,,,,,,,,
Matt Barnes,SF,GSW,,,,,,,,,,,,,,,,,
Rasual Butler,SG,MIN,,,,,,,,,,,,,,,,,
Nazr Mohammed,C,OKC,,,,,,,,,,,,,,,,,
Wayne Selden,SG,CHI,,,,,,,,,,,,,,,,,
Jodie Meeks,SG,TOR,,,,,,,,,,,,,,,,,
Alan Williams,PF,BKN,,,,,,,,,,,,,,,,,
Isaac Humphries,C,ORL,,,,,,,,,,,,,,,,,
Brandon Jennings,PG,MIL,,,,,,,,,,,,,,,,,
Ty Lawson,PG,WAS,,,,,,,,,,,,,,,,,
Deividas Sirvydis,SF,DET,,,,,,,,,,,,,,,,,
Mike Tobey,C,CHA,,,,,,,,,,,,,,,,,
Monta Ellis,SG,IND,,,,,,,,,,,,,,,,,
Quincy Acy,PF,PHO,,,,,,,,,,,,,,,,,
Jamil Wilson,PF,LAC,,,,,,,,,,,,,,,,,
Ian Clark,SG,NOP,,,,,,,,,,,,,,,,,
Kosta Koufos,C,SAC,,,,,,,,,,,,,,,,,
Jason Smith,C,NOP,,,,,,,,,,,,,,,,,
Tyler Ennis,PG,LAL,,,,,,,,,,,,,,,,,
Jordan Crawford,SG,NOP,,,,,,,,,,,,,,,,,
Elliot Williams,SG,GSW,,,,,,,,,,,,,,,,,
Travis Wear,SF,LAL,,,,,,,,,,,,,,,,,
Hollis Thompson,SF,SAC,,,,,,,,,,,,,,,,,
Jordan Farmar,PG,SAC,,,,,,,,,,,,,,,,,
Justin Patton,C,MIL,,,,,,,,,,,,,,,,,
Aaron Craft,SG,FA,,,,,,,,,,,,,,,,,
Ray Spalding,PF,CHA,,,,,,,,,,,,,,,,,
Tyler Hansbrough,PF,CHA,,,,,,,,,,,,,,,,,
James Webb III,PF,BKN,,,,,,,,,,,,,,,,,
Daniel Ochefu,PF,WAS,,,,,,,,,,,,,,,,,
Shelvin Mack,PG,CHA,,,,,,,,,,,,,,,,,
Isaiah Canaan,PG,MIL,,,,,,,,,,,,,,,,,
Devin Robinson,SF,TOR,,,,,,,,,,,,,,,,,
Deng Adel,SF,BKN,,,,,,,,,,,,,,,,,
J.P. Macura,SG,CLE,,,,,,,,,,,,,,,,,
Garrison Mathews,SG,WAS,,,,,,,,,,,,,,,,,
Shabazz Muhammad,SF,MIL,,,,,,,,,,,,,,,,,
Kirk Hinrich,SG,ATL,,,,,,,,,,,,,,,,,
Emeka Okafor,C,PHL,,,,,,,,,,,,,,,,,
Branden Dawson,SF,ORL,,,,,,,,,,,,,,,,,
Zoran Dragic,SG,BOS,,,,,,,,,,,,,,,,,
Sergio Rodriguez,PG,PHL,,,,,,,,,,,,,,,,,
David Lee,PF,SAS,,,,,,,,,,,,,,,,,
Demetrius Jackson,PG,LAL,,,,,,,,,,,,,,,,,
Caron Butler,SF,SAC,,,,,,,,,,,,,,,,,
Reggie Perry,C,BKN,,,,,,,,,,,,,,,,,
Reggie Williams,SF,NOP,,,,,,,,,,,,,,,,,
Justin James,SG,SAC,,,,,,,,,,,,,,,,,
Tony Allen,SF,NOP,,,,,,,,,,,,,,,,,
Jeremy Pargo,PG,GSW,,,,,,,,,,,,,,,,,
Josh Smith,SF,NOP,,,,,,,,,,,,,,,,,
Marquis Teague,PG,MEM,,,,,,,,,,,,,,,,,
Alec Brown,C,FA,,,,,,,,,,,,,,,,,
Joel Bolomboy,PF,MIL,,,,,,,,,,,,,,,,,
Adreian Payne,PF,ORL,,,,,,,,,,,,,,,,,
Jordan Mickey,PF,MIA,,,,,,,,,,,,,,,,,
Tiago Splitter,PF,PHL,,,,,,,,,,,,,,,,,
MarShon Brooks,SG,CHI,,,,,,,,,,,,,,,,,
Jalen Jones,SF,WAS,,,,,,,,,,,,,,,,,
Isaiah Taylor,PG,TOR,,,,,,,,,,,,,,,,,
DeAndre Liggins,SF,MIA,,,,,,,,,,,,,,,,,
Aaron White,SF,WAS,,,,,,,,,,,,,,,,,
Marshall Plumlee,C,MIL,,,,,,,,,,,,,,,,,
Joel Anthony,C,MIL,,,,,,,,,,,,,,,,,
Chinanu Onuaku,PF,POR,,,,,,,,,,,,,,,,,
Jarrell Brantley,PF,UTA,,,,,,,,,,,,,,,,,
Mitch McGary,PF,OKC,,,,,,,,,,,,,,,,,
Marko Guduric,SG,MEM,4.5423728813559325,0.2033898305084746,0.3050847457627119,1.2033898305084745,1.8983050847457628,0.8983050847457628,1.6271186440677967,4.0,0.6101694915254238,0.7,0.6779661016949152,2.1,0.407,0.873,0.323,12.4,12.4
Salah Mejri,C,DAL,,,,,,,,,,,,,,,,,
Tyler Dorsey,SG,MEM,,,,,,,,,,,,,,,,,
Mitchell Creek,SF,MIN,,,,,,,,,,,,,,,,,
DJ Stephens,SG,MEM,,,,,,,,,,,,,,,,,
Eric Mika,C,SAC,,,,,,,,,,,,,,,,,
Devon Hall,PG,OKC,,,,,,,,,,,,,,,,,
Joel Berry II,PG,LAL,,,,,,,,,,,,,,,,,
Jarrett Jack,PG,NOP,,,,,,,,,,,,,,,,,
Ike Anigbogu,C,NOP,,,,,,,,,,,,,,,,,
Rayjon Tucker,SF,LAC,,,,,,,,,,,,,,,,,
Alize Johnson,PF,TOR,,,,,,,,,,,,,,,,,
Brice Johnson,PF,DET,,,,,,,,,,,,,,,,,
Johnny O'Bryant III,PF,NYK,,,,,,,,,,,,,,,,,
Drew Gordon,PF,PHL,,,,,,,,,,,,,,,,,
Mangok Mathiang,PF,CHA,,,,,,,,,,,,,,,,,
Wesley Johnson,SF,WAS,,,,,,,,,,,,,,,,,
Norvel Pelle,C,PHL,,,,,,,,,,,,,,,,,
Malik Newman,SG,CLE,,,,,,,,,,,,,,,,,
Jabari Brown,SG,MIL,,,,,,,,,,,,,,,,,
Lamar Patterson,SG,ATL,,,,,,,,,,,,,,,,,
Jacob Wiley,SF,BKN,,,,,,,,,,,,,,,,,
Randy Foye,SG,BKN,,,,,,,,,,,,,,,,,
Justin Robinson,PG,PHL,,,,,,,,,,,,,,,,,
Ben Moore,PF,SAS,,,,,,,,,,,,,,,,,
Shawn Long,PF,HOU,,,,,,,,,,,,,,,,,
Alex Abrines,SG,OKC,,,,,,,,,,,,,,,,,
Andrew Harrison,PG,GSW,,,,,,,,,,,,,,,,,
Chimezie Metu,C,SAC,,,,,,,,,,,,,,,,,
Trevon Bluiett,SG,UTA,,,,,,,,,,,,,,,,,
Bobby Brown,PG,HOU,,,,,,,,,,,,,,,,,
Tayshaun Prince,SF,MIN,,,,,,,,,,,,,,,,,
Jordan Adams,SG,MEM,,,,,,,,,,,,,,,,,
Kevin Hervey,SF,OKC,,,,,,,,,,,,,,,,,
P.J. Hairston,SG,HOU,,,,,,,,,,,,,,,,,
Rashad Vaughn,SF,DAL,,,,,,,,,,,,,,,,,
Norris Cole,PG,OKC,,,,,,,,,,,,,,,,,
Festus Ezeli,C,POR,,,,,,,,,,,,,,,,,
Robert Sacre,C,NOP,,,,,,,,,,,,,,,,,
Michael Gbinije,SG,GSW,,,,,,,,,,,,,,,,,
Ronnie Price,PG,PHO,,,,,,,,,,,,,,,,,
Mike James,PG,NOP,,,,,,,,,,,,,,,,,
Louis Labeyrie,PF,FA,,,,,,,,,,,,,,,,,
DeAndre Daniels,SF,FA,,,,,,,,,,,,,,,,,
Alex Poythress,PF,ATL,,,,,,,,,,,,,,,,,
Amile Jefferson,PF,BOS,,,,,,,,,,,,,,,,,
Yante Maten,PF,BOS,,,,,,,,,,,,,,,,,
Andrew Nicholson,PF,BKN,,,,,,,,,,,,,,,,,
Thomas Robinson,PF,ATL,,,,,,,,,,,,,,,,,
Cameron Bairstow,PF,DET,,,,,,,,,,,,,,,,,
Carl Landry,PF,PHL,,,,,,,,,,,,,,,,,
Amir Johnson,C,PHL,,,,,,,,,,,,,,,,,
Antonio Blakeney,SG,CHI,,,,,,,,,,,,,,,,,
Johnathan Williams,C,WAS,,,,,,,,,,,,,,,,,
Brandon Sampson,SG,CHI,,,,,,,,,,,,,,,,,
Khyri Thomas,SG,ATL,,,,,,,,,,,,,,,,,
John Holland,SG,CLE,,,,,,,,,,,,,,,,,
Jonathan Gibson,PG,BOS,,,,,,,,,,,,,,,,,
Mike Dunleavy,SG,ATL,,,,,,,,,,,,,,,,,
Anzejs Pasecniks,C,WAS,,,,,,,,,,,,,,,,,
Dewan Hernandez,C,TOR,,,,,,,,,,,,,,,,,
Cleanthony Early,SF,NYK,,,,,,,,,,,,,,,,,
Trevon Duval,PG,HOU,,,,,,,,,,,,,,,,,
Jared Terrell,SG,MIN,,,,,,,,,,,,,,,,,
Will Cherry,SG,GSW,,,,,,,,,,,,,,,,,
Darrun Hilliard,SF,SAS,,,,,,,,,,,,,,,,,
DeJuan Blair,C,PHO,,,,,,,,,,,,,,,,,
Antonius Cleveland,SG,OKC,,,,,,,,,,,,,,,,,
Josh Gray,PG,NOP,,,,,,,,,,,,,,,,,
Tony Carr,PG,NOP,,,,,,,,,,,,,,,,,
Aaron Brooks,PG,MIN,,,,,,,,,,,,,,,,,
Nikola Pekovic,C,MIN,,,,,,,,,,,,,,,,,
Brandon Rush,SG,POR,,,,,,,,,,,,,,,,,
Rawle Alkins,SG,NOP,,,,,,,,,,,,,,,,,
Jarell Martin,PF,CLE,,,,,,,,,,,,,,,,,
Drew Gooden,PF,WAS,,,,,,,,,,,,,,,,,
Aleksandar Vezenkov,PF,BKN,,,,,,,,,,,,,,,,,
Mirza Teletovic,PF,MIL,,,,,,,,,,,,,,,,,
Greg Monroe,C,PHL,,,,,,,,,,,,,,,,,
Jordan Loyd,PG,TOR,,,,,,,,,,,,,,,,,
Malachi Richardson,SG,PHL,,,,,,,,,,,,,,,,,
RJ Hunter,SG,BOS,,,,,,,,,,,,,,,,,
Sonny Weems,SG,PHL,,,,,,,,,,,,,,,,,
Josh Magette,PG,ORL,,,,,,,,,,,,,,,,,
Ognjen Jaramaz,PG,NYK,,,,,,,,,,,,,,,,,
Edy Tavares,C,CLE,,,,,,,,,,,,,,,,,
Cole Aldrich,C,ATL,,,,,,,,,,,,,,,,,
Luka Mitrovic,SF,PHL,,,,,,,,,,,,,,,,,
Jameer Nelson,PG,DET,,,,,,,,,,,,,,,,,
Brian Roberts,PG,CHA,,,,,,,,,,,,,,,,,
Ryan Hollins,C,WAS,,,,,,,,,,,,,,,,,
C.J. Watson,PG,ORL,,,,,,,,,,,,,,,,,
Marreese Speights,C,ORL,,,,,,,,,,,,,,,,,
Tyler Lydon,PF,SAC,,,,,,,,,,,,,,,,,
Donatas Motiejunas,PF,SAS,,,,,,,,,,,,,,,,,
Matt Costello,PF,SAS,,,,,,,,,,,,,,,,,
Jawun Evans,PG,OKC,,,,,,,,,,,,,,,,,
Dusty Hannahs,SG,MEM,,,,,,,,,,,,,,,,,
Angel Delgado,C,LAC,,,,,,,,,,,,,,,,,
Pierre Deshawn Jackson,PG,DAL,,,,,,,,,,,,,,,,,
Chris Kaman,C,POR,,,,,,,,,,,,,,,,,
Donald Sloan,PG,DEN,,,,,,,,,,,,,,,,,
Erick Green,PG,DEN,,,,,,,,,,,,,,,,,
Andre Miller,PG,SAS,,,,,,,,,,,,,,,,,
Nicolas Laprovittola,SG,SAS,,,,,,,,,,,,,,,,,
Vanja Marinkovic,SG,SAC,,,,,,,,,,,,,,,,,
Zach Norvell Jr.,SG,CHI,,,,,,,,,,,,,,,,,
Cameron Reynolds,SG,SAS,,,,,,,,,,,,,,,,,
Jon Leuer,PF,MIL,,,,,,,,,,,,,,,,,
Alpha Kaba,PF,ATL,,,,,,,,,,,,,,,,,
Lou Amundson,PF,NYK,,,,,,,,,,,,,,,,,
JJ Hickson,PF,WAS,,,,,,,,,,,,,,,,,
Jason Thompson,PF,TOR,,,,,,,,,,,,,,,,,
Daniel Hamilton,SG,CLE,,,,,,,,,,,,,,,,,
Billy Garrett Jr.,SG,NYK,,,,,,,,,,,,,,,,,
Haywood Highsmith,SF,PHL,,,,,,,,,,,,,,,,,
Juan Vaulet,SF,BKN,,,,,,,,,,,,,,,,,
Xavier Munford,SG,MIL,,,,,,,,,,,,,,,,,
Lucas Nogueira,C,TOR,,,,,,,,,,,,,,,,,
Sheldon Mac,SG,CLE,,,,,,,,,,,,,,,,,
Larry Sanders,C,CLE,,,,,,,,,,,,,,,,,
Tibor Pleiss,C,PHL,,,,,,,,,,,,,,,,,
Dwight Buycks,PG,DET,,,,,,,,,,,,,,,,,
Marcus Paige,PG,CHA,,,,,,,,,,,,,,,,,
J.P. Tokoto,SG,NYK,,,,,,,,,,,,,,,,,
Justin Hamilton,C,BKN,,,,,,,,,,,,,,,,,
Damien Wilkins,SF,IND,,,,,,,,,,,,,,,,,
Damjan Rudez,SF,ORL,,,,,,,,,,,,,,,,,
Arron Afflalo,SG,ORL,,,,,,,,,,,,,,,,,
Shane Larkin,PG,BOS,,,,,,,,,,,,,,,,,
Tyler Cavanaugh,PF,UTA,,,,,,,,,,,,,,,,,
Richard Solomon,PF,OKC,,,,,,,,,,,,,,,,,
Jeff Ayres,PF,LAC,,,,,,,,,,,,,,,,,
Nick Collison,PF,OKC,,,,,,,,,,,,,,,,,
David Wear,PF,SAC,,,,,,,,,,,,,,,,,
Troy Williams,SF,SAC,,,,,,,,,,,,,,,,,
Scott Machado,PG,LAL,,,,,,,,,,,,,,,,,
Tyler Davis,C,OKC,,,,,,,,,,,,,,,,,
Anthony Morrow,SG,POR,,,,,,,,,,,,,,,,,
John Konchar,SG,MEM,,,,,,,,,,,,,,,,,
Bryce Cotton,SG,MEM,,,,,,,,,,,,,,,,,
Eric Atkins,PG,UTA,,,,,,,,,,,,,,,,,
James Anderson,SG,SAC,,,,,,,,,,,,,,,,,
Jordan Hamilton,SG,NOP,,,,,,,,,,,,,,,,,
Jaylen Nowell,SG,MIN,,,,,,,,,,,,,,,,,
Joffrey Lauvergne,C,SAS,,,,,,,,,,,,,,,,,
Jared Sullinger,C,PHO,,,,,,,,,,,,,,,,,
Nikola Radicevic,PG,DEN,,,,,,,,,,,,,,,,,
KJ McDaniels,SF,OKC,,,,,,,,,,,,,,,,,
Aaron Harrison,SG,DAL,,,,,,,,,,,,,,,,,
Jarrod Uthoff,PF,NOP,,,,,,,,,,,,,,,,,
Isaiah Hicks,PF,NYK,,,,,,,,,,,,,,,,,
Emanuel Terry,PF,MIA,,,,,,,,,,,,,,,,,
Lavoy Allen,PF,WAS,,,,,,,,,,,,,,,,,
Isaiah Briscoe,PG,ORL,,,,,,,,,,,,,,,,,
Malcolm Miller,SF,TOR,,,,,,,,,,,,,,,,,
Davon Reed,SG,MIA,,,,,,,,,,,,,,,,,
Kalin Lucas,PG,DET,,,,,,,,,,,,,,,,,
Keenan Evans,SG,DET,,,,,,,,,,,,,,,,,
Melvin Frazier Jr.,SF,ORL,,,,,,,,,,,,,,,,,
Jarell Eddie,SF,CHI,,,,,,,,,,,,,,,,,
Anthony Brown,SF,PHL,,,,,,,,,,,,,,,,,
Kevin Seraphin,C,IND,,,,,,,,,,,,,,,,,
Greivis Vasquez,PG,BKN,,,,,,,,,,,,,,,,,
Marcus Georges-Hunt,SG,BOS,,,,,,,,,,,,,,,,,
Kendall Marshall,PG,MIL,,,,,,,,,,,,,,,,,
Shayne Whittington,C,IND,,,,,,,,,,,,,,,,,
Issuf Sanon,PG,WAS,,,,,,,,,,,,,,,,,
Larry Drew II,SG,DET,,,,,,,,,,,,,,,,,
Marcus Thornton,SG,CLE,,,,,,,,,,,,,,,,,
Justin Jackson,SF,ORL,,,,,,,,,,,,,,,,,
AJ Hammons,C,MIA,,,,,,,,,,,,,,,,,
Spencer Hawes,C,MIL,,,,,,,,,,,,,,,,,
Rodney Stuckey,SG,IND,,,,,,,,,,,,,,,,,
Nicolas Brussino,SG,ATL,,,,,,,,,,,,,,,,,
Sasha Kaun,C,CLE,,,,,,,,,,,,,,,,,
Eric Moreland,PF,OKC,,,,,,,,,,,,,,,,,
Petr Cornelie,PF,DEN,,,,,,,,,,,,,,,,,
Jarnell Stokes,PF,MEM,,,,,,,,,,,,,,,,,
Jordan Hill,PF,MIN,,,,,,,,,,,,,,,,,
Cliff Alexander,PF,NOP,,,,,,,,,,,,,,,,,
Dimitrios Agravanis,PF,SAC,,,,,,,,,,,,,,,,,
Brandon Bass,PF,LAC,,,,,,,,,,,,,,,,,
Grant Jerrett,PF,POR,,,,,,,,,,,,,,,,,
Alec Peters,PF,PHO,,,,,,,,,,,,,,,,,
Darrell Arthur,PF,PHO,,,,,,,,,,,,,,,,,
James Nunnally,SG,HOU,,,,,,,,,,,,,,,,,
George King,SF,PHO,,,,,,,,,,,,,,,,,
Cody Demps,PG,SAC,,,,,,,,,,,,,,,,,
London Perrantes,PG,POR,,,,,,,,,,,,,,,,,
Patrick Christopher,SG,UTA,,,,,,,,,,,,,,,,,
Elijah Millsap,SG,DEN,,,,,,,,,,,,,,,,,
Olivier Hanlan,PG,SAS,,,,,,,,,,,,,,,,,
Andrew Goudelock,PG,HOU,,,,,,,,,,,,,,,,,
Xavier Silas,SG,DEN,,,,,,,,,,,,,,,,,
Henry Sims,C,UTA,,,,,,,,,,,,,,,,,
John Lucas III,PG,MIN,,,,,,,,,,,,,,,,,
Archie Goodwin,SG,POR,,,,,,,,,,,,,,,,,
Michael Frazier,SG,HOU,,,,,,,,,,,,,,,,,
Eric Griffin,SF,UTA,,,,,,,,,,,,,,,,,
John Jenkins,SG,NYK,,,,,,,,,,,,,,,,,
Jemerrio Jones,SF,MIL,,,,,,,,,,,,,,,,,
Marcus Derrickson,SF,ATL,,,,,,,,,,,,,,,,,
Thomas Welsh,C,CHA,,,,,,,,,,,,,,,,,
Jaylen Morris,SG,MIL,,,,,,,,,,,,,,,,,
Joe Chealey,PG,CHA,,,,,,,,,,,,,,,,,
Willie Reed,C,CHI,,,,,,,,,,,,,,,,,
Chase Budinger,SF,BKN,,,,,,,,,,,,,,,,,
Marcus Thornton,SG,BKN,,,,,,,,,,,,,,,,,
Maurice Ndour,SF,NYK,,,,,,,,,,,,,,,,,
Justin Harper,SF,PHL,,,,,,,,,,,,,,,,,
Sean Kilpatrick,SG,CHI,,,,,,,,,,,,,,,,,
Milton Doyle,SG,CHI,,,,,,,,,,,,,,,,,
Orlando Johnson,SG,MIL,,,,,,,,,,,,,,,,,
Terrence Jones,PF,HOU,,,,,,,,,,,,,,,,,
Jameel Warney,PF,DAL,,,,,,,,,,,,,,,,,
Jerrelle Benimon,PF,UTA,,,,,,,,,,,,,,,,,
Jack Cooley,PF,SAC,,,,,,,,,,,,,,,,,
Chuck Hayes,PF,HOU,,,,,,,,,,,,,,,,,
Ben Bentil,PF,DAL,,,,,,,,,,,,,,,,,
Josh McRoberts,PF,DAL,,,,,,,,,,,,,,,,,
Scotty Hopson,SG,OKC,,,,,,,,,,,,,,,,,
Chris Johnson,SF,HOU,,,,,,,,,,,,,,,,,
Jamel Artis,SG,LAC,,,,,,,,,,,,,,,,,
Erik McCree,SF,UTA,,,,,,,,,,,,,,,,,
Daniel Diez,SG,POR,,,,,,,,,,,,,,,,,
Nick Johnson,SG,SAS,,,,,,,,,,,,,,,,,
Alonzo Gee,SF,NOP,,,,,,,,,,,,,,,,,
Gian Clavell,SG,DAL,,,,,,,,,,,,,,,,,
Alan Anderson,SF,LAC,,,,,,,,,,,,,,,,,
Chris Copeland,SF,NOP,,,,,,,,,,,,,,,,,
Reggie Hearn,SG,LAL,,,,,,,,,,,,,,,,,
Dakari Johnson,C,MEM,,,,,,,,,,,,,,,,,
Isaiah Cousins,SG,UTA,,,,,,,,,,,,,,,,,
Jorge Gutierrez,PG,DEN,,,,,,,,,,,,,,,,,
Kyle Collinsworth,SG,UTA,,,,,,,,,,,,,,,,,
Bonzie Colson,PF,MIL,,,,,,,,,,,,,,,,,
Arinze Onuaku,PF,ORL,,,,,,,,,,,,,,,,,
Cory Jefferson,PF,PHL,,,,,,,,,,,,,,,,,
Coty Clarke,PF,BOS,,,,,,,,,,,,,,,,,
Chris McCullough,PF,DET,,,,,,,,,,,,,,,,,
C.J. Williams,SF,BKN,,,,,,,,,,,,,,,,,
Daryl Macon,SG,MIA,,,,,,,,,,,,,,,,,
Zach Lofton,SG,DET,,,,,,,,,,,,,,,,,
Arnoldas Kulboka,SF,CHA,,,,,,,,,,,,,,,,,
Damien Inglis,SF,NYK,,,,,,,,,,,,,,,,,
Gerald Henderson,SG,PHL,,,,,,,,,,,,,,,,,
Dahntay Jones,SG,CLE,,,,,,,,,,,,,,,,,
Jeremy Evans,SF,ATL,,,,,,,,,,,,,,,,,
Andre Dawkins,SG,BOS,,,,,,,,,,,,,,,,,
Rodney Purvis,SG,MIA,,,,,,,,,,,,,,,,,
Marcus Eriksson,SG,ATL,,,,,,,,,,,,,,,,,
Malcolm Delaney,PG,ATL,,,,,,,,,,,,,,,,,
Jacob Pullen,PG,PHL,,,,,,,,,,,,,,,,,
Alex Kirk,C,CLE,,,,,,,,,,,,,,,,,
Ray McCallum,PG,DET,,,,,,,,,,,,,,,,,
Ramon Sessions,PG,WAS,,,,,,,,,,,,,,,,,
Matt Williams Jr.,SG,MIA,,,,,,,,,,,,,,,,,
Michael Cobbins,PF,OKC,,,,,,,,,,,,,,,,,
Vince Shamar Hunter,PF,MEM,,,,,,,,,,,,,,,,,
Alex Stepheson,PF,MEM,,,,,,,,,,,,,,,,,
Troy Caupain,SG,POR,,,,,,,,,,,,,,,,,
Vander Blue,SG,LAL,,,,,,,,,,,,,,,,,
Kevin Martin,SG,SAS,,,,,,,,,,,,,,,,,
Greg Smith,C,MIN,,,,,,,,,,,,,,,,,
Axel Toupane,SG,GSW,,,,,,,,,,,,,,,,,
Okaro White,PF,WAS,,,,,,,,,,,,,,,,,
Jordan Sibert,SG,ATL,,,,,,,,,,,,,,,,,
Tahjere McCall,SG,ATL,,,,,,,,,,,,,,,,,
Arturas Gudaitis,C,CLE,,,,,,,,,,,,,,,,,
Toney Douglas,PG,CLE,,,,,,,,,,,,,,,,,
Gary Neal,PG,ATL,,,,,,,,,,,,,,,,,
Charles Cooke,SG,MIA,,,,,,,,,,,,,,,,,
Julyan Stone,SG,CHI,,,,,,,,,,,,,,,,,
J.J. O'Brien,SF,MIL,,,,,,,,,,,,,,,,,
Kay Felder,PG,TOR,,,,,,,,,,,,,,,,,
Duje Dukan,PF,SAC,,,,,,,,,,,,,,,,,
Donte Grantham,SF,LAC,,,,,,,,,,,,,,,,,
Phil Pressey,PG,GSW,,,,,,,,,,,,,,,,,
Tim Quarterman,SG,HOU,,,,,,,,,,,,,,,,,
Cady Lalanne,C,SAS,,,,,,,,,,,,,,,,,
Semaj Christon,PG,OKC,,,,,,,,,,,,,,,,,
Nikola Milutinov,C,SAS,,,,,,,,,,,,,,,,,
David Michineau,SG,LAC,,,,,,,,,,,,,,,,,
Tyler Harvey,SG,MEM,,,,,,,,,,,,,,,,,
Josh Huestis,SF,SAS,,,,,,,,,,,,,,,,,
Isaia Cordinier,SG,ATL,,,,,,,,,,,,,,,,,
Sergey Karasev,SG,BKN,,,,,,,,,,,,,,,,,
Trey McKinney-Jones,SG,IND,,,,,,,,,,,,,,,,,
Manny Harris,SG,DAL,,,,,,,,,,,,,,,,,
Myke Henry,SF,OKC,,,,,,,,,,,,,,,,,
Luis Montero,SG,DET,,,,,,,,,,,,,,,,,
